Address,Postcode,KT1/KT2,Sale_price,Bedrooms,House_type,Freehold/leasehold,Res_new/old,Stationdist_miles,Sale_date,Sale_year,Sale_month,Latitude,Longitude,Easting,Northing,Ward,Introduced,Altitude
"Flat 24, Falconry Court, 7, Fairfield South",KT1 2UR,KT1,400000,2,Flat,Leasehold,Residential,0.5,07-Dec-18,2018,12,51.407527,-0.299433,518376,168983,Grove,01-1980,13
"Flat 3, Falconry Court, 7, Fairfield South",KT1 2UR,KT1,317000,2,Flat,Leasehold,Residential,0.5,06-Oct-16,2016,10,51.407527,-0.299433,518376,168983,Grove,01-1980,13
"Flat 8, Falconry Court, 7, Fairfield South",KT1 2UR,KT1,275000,2,Flat,Leasehold,Residential,0.5,18-Dec-14,2014,12,51.407527,-0.299433,518376,168983,Grove,01-1980,13
"Flat 4, 46, Fairfield South",KT1 2UW,KT1,321500,2,Flat,Leasehold,Residential (New Build),0.5,25-Sep-15,2015,9,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"Flat 1, 46, Fairfield South",KT1 2UW,KT1,470000,2,Flat,Leasehold,Residential (New Build),0.5,12-Jun-15,2015,6,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"45a, Fairfield South",KT1 2UW,KT1,423000,3,Flat,Leasehold,Residential,0.5,29-Sep-15,2015,9,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"43, Fairfield South",KT1 2UW,KT1,765000,2,Detached,Freehold,Residential,0.5,28-Feb-18,2018,2,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"42a, Fairfield South",KT1 2UW,KT1,402000,2,Flat,Leasehold,Residential,0.5,21-Jul-17,2017,7,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"Flat 2, 46, Fairfield South",KT1 2UW,KT1,425000,2,Flat,Leasehold,Residential (New Build),0.5,01-Jun-15,2015,6,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"39, Fairfield South",KT1 2UW,KT1,711000,4,Semi-Detached,Freehold,Residential,0.5,31-Aug-18,2018,8,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"43, Fairfield South",KT1 2UW,KT1,765000,2,Semi-Detached,Freehold,Residential,0.5,28-Feb-18,2018,2,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"Flat 3, 46, Fairfield South",KT1 2UW,KT1,335000,1,Flat,Leasehold,Residential,0.2,13-Aug-15,2015,8,51.407763,-0.295275,518665,169016,Grove,01-1980,12
"62, Chatham Road",KT1 3AA,KT1,352000,1,Terraced,Leasehold,Residential,0.2,21-Oct-16,2016,10,51.410971999999994,-0.288995,519093,169383,Norbiton,01-1980,14
"16, Chatham Road",KT1 3AA,KT1,855000,5,Detached,Freehold,Residential,0.2,04-Oct-17,2017,10,51.410971999999994,-0.288995,519093,169383,Norbiton,01-1980,14
"48, Chatham Road",KT1 3AA,KT1,667500,4,Semi-Detached,Freehold,Residential,0.2,06-Jun-14,2014,6,51.410971999999994,-0.288995,519093,169383,Norbiton,01-1980,14
"18, Chatham Road",KT1 3AA,KT1,730500,3,Detached,Freehold,Residential,0.2,17-Apr-14,2014,4,51.410971999999994,-0.288995,519093,169383,Norbiton,01-1980,14
"22, Chatham Road",KT1 3AA,KT1,745000,3,Semi-Detached,Freehold,Residential,0.2,25-Feb-16,2016,2,51.410971999999994,-0.288995,519093,169383,Norbiton,01-1980,14
"Flat B, 53, Chatham Road",KT1 3AB,KT1,460000,2,Flat,Leasehold,Residential,0.2,14-Sep-18,2018,9,51.411044,-0.28841700000000003,519133,169392,Norbiton,01-1980,14
"17, Chatham Road",KT1 3AB,KT1,775000,3,Detached,Freehold,Residential,0.2,10-Mar-15,2015,3,51.411044,-0.28841700000000003,519133,169392,Norbiton,01-1980,14
"17, Chatham Road",KT1 3AB,KT1,775000,3,Detached,Freehold,Residential,0.2,10-Mar-15,2015,3,51.411044,-0.28841700000000003,519133,169392,Norbiton,01-1980,14
"55, Chatham Road",KT1 3AB,KT1,720000,3,Semi-Detached,Freehold,Residential,0.2,18-Jul-14,2014,7,51.411044,-0.28841700000000003,519133,169392,Norbiton,01-1980,14
"37, Chatham Road",KT1 3AB,KT1,780000,3,Terraced,Freehold,Residential,0.2,15-Dec-17,2017,12,51.411044,-0.28841700000000003,519133,169392,Norbiton,01-1980,14
"49, Chatham Road",KT1 3AB,KT1,400000,2,Flat,Leasehold,Residential,0.2,28-Oct-15,2015,10,51.411044,-0.28841700000000003,519133,169392,Norbiton,01-1980,14
"14, Clevedon Road",KT1 3AD,KT1,813500,3,Semi-Detached,Freehold,Residential,0.2,01-Aug-14,2014,8,51.410262,-0.28783400000000003,519176,169306,Norbiton,01-1980,15
"1, Clevedon Road",KT1 3AD,KT1,810000,4,Flat,Freehold,Residential,0.2,31-Mar-16,2016,3,51.410262,-0.28783400000000003,519176,169306,Norbiton,01-1980,15
"36, Clevedon Road",KT1 3AD,KT1,899950,6,Semi-Detached,Freehold,Residential,0.2,01-Aug-14,2014,8,51.410262,-0.28783400000000003,519176,169306,Norbiton,01-1980,15
"16, Clevedon Road",KT1 3AD,KT1,905000,5,Detached,Freehold,Residential,0.2,04-Dec-18,2018,12,51.410262,-0.28783400000000003,519176,169306,Norbiton,01-1980,15
"51, Cobham Road",KT1 3AE,KT1,760000,4,Detached,Freehold,Residential,0.1,18-May-17,2017,5,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"27b, Cobham Road",KT1 3AE,KT1,416000,3,Flat,Leasehold,Residential,0.1,14-Oct-15,2015,10,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"17, Cobham Road",KT1 3AE,KT1,855000,4,Detached,Freehold,Residential,0.1,08-Jul-15,2015,7,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"75, Cobham Road",KT1 3AE,KT1,675000,3,Semi-Detached,Freehold,Residential,0.1,11-Aug-17,2017,8,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"79, Cobham Road",KT1 3AE,KT1,619500,2,Semi-Detached,Freehold,Residential,0.1,30-Jan-15,2015,1,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"1a, Cobham Road",KT1 3AE,KT1,448000,2,Flat,Leasehold,Residential,0.1,14-Jul-17,2017,7,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"37, Cobham Road",KT1 3AE,KT1,720000,3,Detached,Freehold,Residential,0.1,30-Aug-18,2018,8,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"47, Cobham Road",KT1 3AE,KT1,795000,4,Detached,Freehold,Residential,0.1,03-Apr-18,2018,4,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"55, Cobham Road",KT1 3AE,KT1,910000,4,Detached,Freehold,Residential,0.1,22-Nov-18,2018,11,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"77, Cobham Road",KT1 3AE,KT1,820000,3,Semi-Detached,Freehold,Residential,0.1,19-May-15,2015,5,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"1b, Cobham Road",KT1 3AE,KT1,375000,2,Flat,Leasehold,Residential,0.1,06-Jan-16,2016,1,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"81, Cobham Road",KT1 3AE,KT1,675000,4,Semi-Detached,Freehold,Residential,0.1,28-Sep-18,2018,9,51.411186,-0.286427,519271,169411,Norbiton,01-1980,16
"56, Cobham Road",KT1 3AF,KT1,780000,3,Detached,Freehold,Residential,0.2,25-Apr-14,2014,4,51.411285,-0.287042,519228,169421,Norbiton,01-1980,15
"54, Cobham Road",KT1 3AF,KT1,917000,5,Detached,Freehold,Residential,0.2,10-Aug-18,2018,8,51.411285,-0.287042,519228,169421,Norbiton,01-1980,15
"24, Cobham Road",KT1 3AF,KT1,870000,4,Semi-Detached,Freehold,Residential,0.2,25-May-17,2017,5,51.411285,-0.287042,519228,169421,Norbiton,01-1980,15
"8, Cobham Road",KT1 3AF,KT1,785000,4,Semi-Detached,Freehold,Residential,0.2,12-Jun-15,2015,6,51.411285,-0.287042,519228,169421,Norbiton,01-1980,15
"10, Cobham Road",KT1 3AF,KT1,949950,4,Semi-Detached,Freehold,Residential,0.2,03-Sep-18,2018,9,51.411285,-0.287042,519228,169421,Norbiton,01-1980,15
"31a, Chesham Road",KT1 3AG,KT1,370000,1,Flat,Freehold,Residential,0.2,29-Mar-18,2018,3,51.4113,-0.287458,519199,169422,Norbiton,01-1980,14
"37, Chesham Road",KT1 3AG,KT1,780000,3,Detached,Freehold,Residential,0.2,24-Mar-17,2017,3,51.4113,-0.287458,519199,169422,Norbiton,01-1980,14
"53, Chesham Road",KT1 3AG,KT1,825000,3,Semi-Detached,Freehold,Residential,0.2,05-Oct-18,2018,10,51.4113,-0.287458,519199,169422,Norbiton,01-1980,14
"49, Chesham Road",KT1 3AG,KT1,750000,3,Detached,Freehold,Residential,0.2,09-Jan-15,2015,1,51.4113,-0.287458,519199,169422,Norbiton,01-1980,14
"9, Chesham Road",KT1 3AG,KT1,760000,3,Terraced,Freehold,Residential,0.2,29-Jun-18,2018,6,51.4113,-0.287458,519199,169422,Norbiton,01-1980,14
"51, Chesham Road",KT1 3AG,KT1,920000,4,Detached,Freehold,Residential,0.2,05-May-17,2017,5,51.4113,-0.287458,519199,169422,Norbiton,01-1980,14
"23, Chesham Road",KT1 3AG,KT1,820000,3,Semi-Detached,Freehold,Residential,0.2,01-Sep-14,2014,9,51.4113,-0.287458,519199,169422,Norbiton,01-1980,14
"43, Chesham Road",KT1 3AG,KT1,925000,5,Terraced,Freehold,Residential,0.2,14-Oct-16,2016,10,51.4113,-0.287458,519199,169422,Norbiton,01-1980,14
"3, Sylvestrus Close",KT1 3AH,KT1,362000,1,Terraced,Freehold,Residential,0.1,30-Jun-17,2017,6,51.412125,-0.286076,519293,169516,Norbiton,03-1983,16
"2, Mill House, Hogsmill Lane",KT1 3AJ,KT1,805000,3,Flat,Leasehold,Residential,0.6,23-Jul-15,2015,7,51.404862,-0.293672,518784,168696,Norbiton,08-2007,11
"35, Villiers Road",KT1 3AP,KT1,536000,2,Semi-Detached,Freehold,Residential,0.6,17-Apr-14,2014,4,51.406465999999995,-0.293908,518763,168874,Norbiton,01-1980,12
"51, Villiers Road",KT1 3AP,KT1,685206,4,Semi-Detached,Freehold,Residential,0.6,10-Aug-17,2017,8,51.406465999999995,-0.293908,518763,168874,Norbiton,01-1980,12
"43, Villiers Road",KT1 3AP,KT1,575000,3,Semi-Detached,Freehold,Residential,0.6,27-Mar-15,2015,3,51.406465999999995,-0.293908,518763,168874,Norbiton,01-1980,12
"55, Villiers Road",KT1 3AP,KT1,705000,5,Semi-Detached,Freehold,Residential,0.6,01-Dec-17,2017,12,51.406465999999995,-0.293908,518763,168874,Norbiton,01-1980,12
"10, Chesham Road",KT1 3AQ,KT1,626500,2,Detached,Freehold,Residential,0.2,09-Nov-18,2018,11,51.411272,-0.28802,519160,169418,Norbiton,01-1980,14
"2, Chesham Road",KT1 3AQ,KT1,780000,4,Semi-Detached,Freehold,Residential,0.2,17-Aug-15,2015,8,51.411272,-0.28802,519160,169418,Norbiton,01-1980,14
"Ground Floor Flat, 20, Chesham Road",KT1 3AQ,KT1,450000,2,Flat,Leasehold,Residential,0.2,24-Jun-16,2016,6,51.411272,-0.28802,519160,169418,Norbiton,01-1980,14
"8, Villiers Road",KT1 3AR,KT1,445000,3,Terraced,Freehold,Residential,0.6,07-Jul-17,2017,7,51.405251,-0.29506,518686,168737,Grove,01-1980,11
"Flat 3, Stewart House, 42, Villiers Road",KT1 3AR,KT1,357500,1,Flat,Leasehold,Residential,0.6,30-Jul-18,2018,7,51.405251,-0.29506,518686,168737,Grove,01-1980,11
"Flat 7, Stewart House, 42, Villiers Road",KT1 3AR,KT1,320000,5,Semi-Detached,Leasehold,Residential,0.6,09-May-14,2014,5,51.405251,-0.29506,518686,168737,Grove,01-1980,11
"Flat 7, Stewart House, 42, Villiers Road",KT1 3AR,KT1,320000,5,Flat,Leasehold,Residential,0.6,09-May-14,2014,5,51.405251,-0.29506,518686,168737,Grove,01-1980,11
"8, Dawson Road",KT1 3AT,KT1,744000,3,Semi-Detached,Freehold,Residential,0.6,14-Jun-18,2018,6,51.406146,-0.293531,518790,168839,Norbiton,01-1980,12
"34, Dawson Road",KT1 3AT,KT1,550550,2,Semi-Detached,Freehold,Residential,0.6,29-Aug-14,2014,8,51.406146,-0.293531,518790,168839,Norbiton,01-1980,12
"34, Dawson Road",KT1 3AT,KT1,550550,2,Semi-Detached,Freehold,Residential,0.6,29-Aug-14,2014,8,51.406146,-0.293531,518790,168839,Norbiton,01-1980,12
"26, Dawson Road",KT1 3AT,KT1,695000,4,Semi-Detached,Freehold,Residential,0.6,28-Nov-17,2017,11,51.406146,-0.293531,518790,168839,Norbiton,01-1980,12
"11, Dawson Road",KT1 3AU,KT1,540000,2,Semi-Detached,Freehold,Residential,0.6,22-Dec-15,2015,12,51.406021,-0.293004,518827,168826,Norbiton,01-1980,12
"3 Carrara Villas, 47, Dawson Road",KT1 3AU,KT1,550000,2,Terraced,Freehold,Residential,0.6,31-Mar-16,2016,3,51.406021,-0.293004,518827,168826,Norbiton,01-1980,12
"23, Dawson Road",KT1 3AU,KT1,600000,3,Semi-Detached,Freehold,Residential,0.6,27-Mar-15,2015,3,51.406021,-0.293004,518827,168826,Norbiton,01-1980,12
"5, Dawson Road",KT1 3AU,KT1,550000,4,Semi-Detached,Freehold,Residential,0.6,09-Apr-15,2015,4,51.406021,-0.293004,518827,168826,Norbiton,01-1980,12
"41, Dawson Road",KT1 3AU,KT1,619950,3,Semi-Detached,Freehold,Residential,0.6,24-Mar-17,2017,3,51.406021,-0.293004,518827,168826,Norbiton,01-1980,12
"61, Dawson Road",KT1 3AU,KT1,530000,3,Semi-Detached,Freehold,Residential,0.6,20-Nov-15,2015,11,51.406021,-0.293004,518827,168826,Norbiton,01-1980,12
"73, Dawson Road",KT1 3AU,KT1,530000,3,Semi-Detached,Freehold,Residential,0.6,17-Aug-18,2018,8,51.406021,-0.293004,518827,168826,Norbiton,01-1980,12
"77a, Villiers Road",KT1 3AY,KT1,637500,3,Detached,Freehold,Residential,0.7,28-Feb-17,2017,2,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"5, Old Mill Court, Villiers Road",KT1 3AY,KT1,359000,2,Flat,Leasehold,Residential,0.7,17-Jun-16,2016,6,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"6, Old Mill Court, Villiers Road",KT1 3AY,KT1,330000,2,Flat,Leasehold,Residential,0.7,12-May-16,2016,5,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"73a, Villiers Road",KT1 3AY,KT1,560000,3,Detached,Freehold,Residential,0.7,24-Jul-15,2015,7,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"71, Villiers Road",KT1 3AY,KT1,510000,3,Semi-Detached,Freehold,Residential,0.7,12-Nov-18,2018,11,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"121, Villiers Road",KT1 3AY,KT1,440000,3,Flat,Leasehold,Residential,0.7,17-Oct-14,2014,10,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"91, Villiers Road",KT1 3AY,KT1,420000,2,Flat,Leasehold,Residential,0.7,19-Oct-16,2016,10,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"117, Villiers Road",KT1 3AY,KT1,425000,2,Flat,Leasehold,Residential,0.7,28-Jul-17,2017,7,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"103, Villiers Road",KT1 3AY,KT1,370000,2,Flat,Leasehold,Residential,0.7,17-Nov-17,2017,11,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"97, Villiers Road",KT1 3AY,KT1,425367,3,Flat,Leasehold,Residential,0.7,11-Nov-16,2016,11,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"119, Villiers Road",KT1 3AY,KT1,435000,3,Flat,Leasehold,Residential,0.7,26-Oct-18,2018,10,51.402963,-0.294139,518756,168484,Grove,01-1980,14
"60, Villiers Road",KT1 3BB,KT1,460000,2,Semi-Detached,Freehold,Residential,0.7,29-Aug-17,2017,8,51.402505,-0.294831,518709,168432,Grove,01-1980,15
"90, Villiers Road",KT1 3BB,KT1,485000,2,Semi-Detached,Freehold,Residential,0.7,23-Oct-14,2014,10,51.402505,-0.294831,518709,168432,Grove,01-1980,15
"92, Villiers Road",KT1 3BB,KT1,518000,2,Semi-Detached,Freehold,Residential,0.7,16-Jun-15,2015,6,51.402505,-0.294831,518709,168432,Grove,01-1980,15
"74, Villiers Road",KT1 3BB,KT1,525000,2,Semi-Detached,Freehold,Residential,0.7,13-May-16,2016,5,51.402505,-0.294831,518709,168432,Grove,01-1980,15
"84, Villiers Road",KT1 3BB,KT1,469950,2,Semi-Detached,Freehold,Residential,0.7,01-Aug-14,2014,8,51.402505,-0.294831,518709,168432,Grove,01-1980,15
"137, Villiers Road",KT1 3BD,KT1,455000,3,Flat,Leasehold,Residential,0.6,27-Nov-17,2017,11,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"Flat 1, 177, Villiers Road",KT1 3BD,KT1,345000,2,Flat,Leasehold,Residential,0.6,27-Nov-17,2017,11,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"157, Villiers Road",KT1 3BD,KT1,375000,2,Flat,Leasehold,Residential,0.6,08-Dec-17,2017,12,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"149, Villiers Road",KT1 3BD,KT1,355500,2,Flat,Leasehold,Residential,0.6,15-Apr-14,2014,4,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"149, Villiers Road",KT1 3BD,KT1,355500,2,Flat,Leasehold,Residential,0.6,15-Apr-14,2014,4,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"147, Villiers Road",KT1 3BD,KT1,370000,2,Flat,Leasehold,Residential,0.6,15-May-15,2015,5,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"179a, Villiers Road",KT1 3BD,KT1,325000,1,Flat,Leasehold,Residential,0.6,30-May-18,2018,5,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"133, Villiers Road",KT1 3BD,KT1,448500,2,Flat,Leasehold,Residential,0.6,07-Nov-16,2016,11,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"169, Villiers Road",KT1 3BD,KT1,440000,3,Terraced,Leasehold,Residential,0.6,11-Jul-16,2016,7,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"Flat 1, 179, Villiers Road",KT1 3BD,KT1,300000,1,Flat,Leasehold,Residential,0.6,18-Dec-15,2015,12,51.401896,-0.294394,518741,168365,Grove,01-1980,15
"Flat 17, Athelstan House, Athelstan Road",KT1 3BE,KT1,260000,2,Flat,Leasehold,Residential,0.6,01-Aug-14,2014,8,51.402727,-0.29281,518849,168460,Grove,01-1980,14
"17, Auckland Road",KT1 3BG,KT1,370000,2,Flat,Leasehold,Residential,0.6,22-Dec-14,2014,12,51.402634,-0.293159,518825,168449,Grove,01-1980,14
"34, Auckland Road",KT1 3BG,KT1,375000,2,Flat,Leasehold,Residential,0.6,25-Jun-15,2015,6,51.402634,-0.293159,518825,168449,Grove,01-1980,14
"8, Buckingham Road",KT1 3BH,KT1,525000,2,Semi-Detached,Freehold,Residential,0.6,29-Mar-18,2018,3,51.402346,-0.292537,518869,168418,Grove,01-1980,15
"17, Buckingham Road",KT1 3BH,KT1,469950,3,Semi-Detached,Freehold,Residential,0.6,21-Oct-14,2014,10,51.402346,-0.292537,518869,168418,Grove,01-1980,15
"2, Buckingham Road",KT1 3BH,KT1,589000,3,Semi-Detached,Freehold,Residential,0.6,12-Jun-15,2015,6,51.402346,-0.292537,518869,168418,Grove,01-1980,15
"61, Auckland Road",KT1 3BQ,KT1,580000,2,Terraced,Freehold,Residential,0.6,24-Aug-18,2018,8,51.401914,-0.29378899999999997,518783,168368,Grove,01-1980,15
"48, Auckland Road",KT1 3BQ,KT1,617500,3,Semi-Detached,Freehold,Residential,0.6,02-Dec-16,2016,12,51.401914,-0.29378899999999997,518783,168368,Grove,01-1980,15
"58, Auckland Road",KT1 3BQ,KT1,235000,3,Semi-Detached,Freehold,Residential,0.6,10-Aug-15,2015,8,51.401914,-0.29378899999999997,518783,168368,Grove,01-1980,15
"52, Auckland Road",KT1 3BQ,KT1,450000,3,Semi-Detached,Freehold,Residential,0.6,27-Mar-15,2015,3,51.401914,-0.29378899999999997,518783,168368,Grove,01-1980,15
"57, Auckland Road",KT1 3BQ,KT1,615000,3,Semi-Detached,Freehold,Residential,0.6,08-Jul-16,2016,7,51.401914,-0.29378899999999997,518783,168368,Grove,01-1980,15
"2, Douglas Villas",KT1 3BY,KT1,466000,2,Flat,Freehold,Residential,0.4,13-Jun-18,2018,6,51.407927,-0.294162,518742,169036,Norbiton,01-1980,12
"2, Preston Villas",KT1 3DB,KT1,510000,3,Semi-Detached,Freehold,Residential,0.4,21-Sep-18,2018,9,51.407992,-0.29372800000000004,518772,169044,Norbiton,01-1980,12
"54, Albert Road",KT1 3DH,KT1,250000,1,Flat,Leasehold,Residential,0.4,02-Jul-14,2014,7,51.409638,-0.29435,518724,169226,Norbiton,01-1980,12
"38, Albert Road",KT1 3DH,KT1,545000,3,Semi-Detached,Freehold,Residential,0.4,02-Sep-14,2014,9,51.409638,-0.29435,518724,169226,Norbiton,01-1980,12
"12, Albert Road",KT1 3DH,KT1,690000,3,Semi-Detached,Freehold,Residential,0.4,07-Dec-16,2016,12,51.409638,-0.29435,518724,169226,Norbiton,01-1980,12
"46, Albert Road",KT1 3DH,KT1,600000,2,Semi-Detached,Freehold,Residential,0.4,12-Jul-18,2018,7,51.409638,-0.29435,518724,169226,Norbiton,01-1980,12
"30, Albert Road",KT1 3DH,KT1,375000,2,Terraced,Freehold,Residential,0.4,29-Apr-14,2014,4,51.409638,-0.29435,518724,169226,Norbiton,01-1980,12
"24, Albert Road",KT1 3DH,KT1,500000,2,Terraced,Freehold,Residential,0.4,06-Aug-15,2015,8,51.409638,-0.29435,518724,169226,Norbiton,01-1980,12
"15, Church Road",KT1 3DJ,KT1,427000,2,Semi-Detached,Freehold,Residential,0.4,22-Oct-15,2015,10,51.410037,-0.29334299999999996,518793,169272,Norbiton,01-1980,12
"4 Sophia Court, 23a, Church Road",KT1 3DJ,KT1,415000,6,Flat,Leasehold,Residential,0.4,13-Feb-15,2015,2,51.410037,-0.29334299999999996,518793,169272,Norbiton,01-1980,12
"9, Church Road",KT1 3DJ,KT1,485000,2,Semi-Detached,Freehold,Residential,0.4,22-Sep-17,2017,9,51.410037,-0.29334299999999996,518793,169272,Norbiton,01-1980,12
"The Pavilion, 23a, Church Road",KT1 3DJ,KT1,350000,1,Flat,Leasehold,Residential,0.4,08-Aug-14,2014,8,51.410037,-0.29334299999999996,518793,169272,Norbiton,01-1980,12
"Flat 1, Hatton House, Victoria Road",KT1 3DP,KT1,330000,2,Detached,Leasehold,Residential,0.5,26-Aug-15,2015,8,51.409082,-0.293192,518806,169166,Norbiton,01-1980,11
"21, Hawks Road",KT1 3DS,KT1,535000,2,Terraced,Freehold,Residential,0.5,05-Jul-16,2016,7,51.408726,-0.292831,518832,169127,Norbiton,01-1980,12
"9, Hawks Road",KT1 3DS,KT1,386500,2,Terraced,Freehold,Residential,0.5,12-Jun-15,2015,6,51.408726,-0.292831,518832,169127,Norbiton,01-1980,12
"5, Hawks Road",KT1 3DS,KT1,465000,2,Terraced,Freehold,Residential,0.5,25-Aug-16,2016,8,51.408726,-0.292831,518832,169127,Norbiton,01-1980,12
"43, Hawks Road",KT1 3DS,KT1,505000,4,Terraced,Freehold,Residential,0.5,29-Jul-16,2016,7,51.408726,-0.292831,518832,169127,Norbiton,01-1980,12
"37, Hawks Road",KT1 3DS,KT1,565000,2,Semi-Detached,Freehold,Residential,0.5,20-Jan-17,2017,1,51.408726,-0.292831,518832,169127,Norbiton,01-1980,12
"7, Victoria Road",KT1 3DW,KT1,550000,3,Terraced,Freehold,Residential,0.4,26-May-17,2017,5,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"16, Victoria Road",KT1 3DW,KT1,470000,2,Terraced,Freehold,Residential,0.4,09-Mar-15,2015,3,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"18, Victoria Road",KT1 3DW,KT1,525000,2,Terraced,Freehold,Residential,0.4,11-May-18,2018,5,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"12, Victoria Road",KT1 3DW,KT1,432000,5,Terraced,Freehold,Residential,0.4,17-Dec-14,2014,12,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"15, Victoria Road",KT1 3DW,KT1,435000,2,Semi-Detached,Freehold,Residential,0.4,28-Feb-14,2014,2,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"Flat 3, 25, Victoria Road",KT1 3DW,KT1,390000,3,Flat,Leasehold,Residential,0.4,16-Jun-16,2016,6,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"14, Victoria Road",KT1 3DW,KT1,485000,1,Terraced,Freehold,Residential,0.4,29-Aug-14,2014,8,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"Flat 2, 25, Victoria Road",KT1 3DW,KT1,500000,3,Flat,Leasehold,Residential,0.4,21-Oct-16,2016,10,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"Flat 1, 25, Victoria Road",KT1 3DW,KT1,500000,4,Flat,Leasehold,Residential,0.4,22-Jun-16,2016,6,51.409409000000004,-0.29281999999999997,518831,169203,Norbiton,01-1980,11
"Flat 4, Pyramid Court, 99, Hawks Road",KT1 3DX,KT1,270000,2,Flat,Leasehold,Residential,0.4,03-Oct-14,2014,10,51.409659000000005,-0.289604,519054,169236,Norbiton,01-2004,13
"Flat 9, Pyramid Court, 99, Hawks Road",KT1 3DX,KT1,335000,1,Flat,Leasehold,Residential,0.4,14-May-18,2018,5,51.409659000000005,-0.289604,519054,169236,Norbiton,01-2004,13
"Flat 4, Pyramid Court, 99, Hawks Road",KT1 3DX,KT1,270000,2,Flat,Leasehold,Residential,0.4,03-Oct-14,2014,10,51.409659000000005,-0.289604,519054,169236,Norbiton,01-2004,13
"Flat 12, Pyramid Court, 99, Hawks Road",KT1 3DX,KT1,351250,3,Flat,Leasehold,Residential,0.4,29-Mar-18,2018,3,51.409659000000005,-0.289604,519054,169236,Norbiton,01-2004,13
"10, Portman Road",KT1 3DY,KT1,525000,2,Semi-Detached,Freehold,Residential,0.4,22-May-15,2015,5,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"40, Portman Road",KT1 3DY,KT1,575000,3,Semi-Detached,Freehold,Residential,0.4,30-Jul-14,2014,7,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"13, Portman Road",KT1 3DY,KT1,507950,3,Semi-Detached,Freehold,Residential,0.4,28-Feb-17,2017,2,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"36, Portman Road",KT1 3DY,KT1,485000,1,Semi-Detached,Freehold,Residential,0.4,28-Nov-14,2014,11,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"30, Portman Road",KT1 3DY,KT1,490000,2,Semi-Detached,Freehold,Residential,0.4,20-Dec-16,2016,12,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"8, Portman Road",KT1 3DY,KT1,550000,2,Semi-Detached,Freehold,Residential,0.4,05-Jul-16,2016,7,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"1, Portman Road",KT1 3DY,KT1,495000,3,Semi-Detached,Freehold,Residential,0.4,28-Aug-18,2018,8,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
