Address,Postcode,KT1/KT2,Sale_price,Bedrooms,House_type,Freehold/leasehold,Res_new/old,Stationdist_miles,Sale_date,Sale_year,Sale_month,Latitude,Longitude,Easting,Northing,Ward,Introduced,Altitude
"33, Portman Road",KT1 3DY,KT1,515000,2,Semi-Detached,Freehold,Residential,0.4,29-Jul-16,2016,7,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"26, Portman Road",KT1 3DY,KT1,482000,2,Semi-Detached,Freehold,Residential,0.4,30-Oct-15,2015,10,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"3, Portman Road",KT1 3DY,KT1,390000,3,Semi-Detached,Freehold,Residential,0.4,18-Jun-14,2014,6,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"34, Portman Road",KT1 3DY,KT1,520000,2,Semi-Detached,Freehold,Residential,0.4,12-Dec-16,2016,12,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"7, Portman Road",KT1 3DY,KT1,525000,2,Semi-Detached,Freehold,Residential,0.4,13-Sep-18,2018,9,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"22, Portman Road",KT1 3DY,KT1,520000,2,Semi-Detached,Freehold,Residential,0.4,08-Jun-18,2018,6,51.408374,-0.290918,518966,169091,Norbiton,01-1980,13
"12, Linden Crescent",KT1 3DZ,KT1,499999,3,Semi-Detached,Freehold,Residential,0.5,07-Aug-18,2018,8,51.408355,-0.292069,518886,169087,Norbiton,01-1980,13
"23, Linden Crescent",KT1 3DZ,KT1,530000,2,Semi-Detached,Freehold,Residential,0.5,18-Aug-16,2016,8,51.408355,-0.292069,518886,169087,Norbiton,01-1980,13
"25, Linden Crescent",KT1 3DZ,KT1,520000,3,Semi-Detached,Freehold,Residential,0.5,28-Oct-16,2016,10,51.408355,-0.292069,518886,169087,Norbiton,01-1980,13
"29, Linden Crescent",KT1 3DZ,KT1,569950,3,Semi-Detached,Freehold,Residential,0.5,16-Nov-16,2016,11,51.408355,-0.292069,518886,169087,Norbiton,01-1980,13
"15, Linden Crescent",KT1 3DZ,KT1,513139,2,Semi-Detached,Freehold,Residential,0.5,29-Jan-15,2015,1,51.408355,-0.292069,518886,169087,Norbiton,01-1980,13
"14, Linden Crescent",KT1 3DZ,KT1,636000,3,Semi-Detached,Freehold,Residential,0.5,16-Aug-17,2017,8,51.408355,-0.292069,518886,169087,Norbiton,01-1980,13
"31, Linden Crescent",KT1 3DZ,KT1,480000,2,Semi-Detached,Freehold,Residential,0.5,15-Dec-14,2014,12,51.408355,-0.292069,518886,169087,Norbiton,01-1980,13
"19, Linden Crescent",KT1 3DZ,KT1,520000,3,Semi-Detached,Freehold,Residential,0.5,15-Dec-14,2014,12,51.408355,-0.292069,518886,169087,Norbiton,01-1980,13
"8, Somerset Road",KT1 3EA,KT1,495000,2,Semi-Detached,Freehold,Residential,0.5,27-Oct-15,2015,10,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"35, Somerset Road",KT1 3EA,KT1,250000,2,Semi-Detached,Freehold,Residential,0.5,08-Dec-14,2014,12,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"25, Somerset Road",KT1 3EA,KT1,618250,3,Terraced,Freehold,Residential,0.5,22-Sep-17,2017,9,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"3, Somerset Road",KT1 3EA,KT1,595000,3,Semi-Detached,Freehold,Residential,0.5,26-Jan-18,2018,1,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"34a, Somerset Road",KT1 3EA,KT1,623000,4,Semi-Detached,Freehold,Residential,0.5,11-Dec-15,2015,12,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"39, Somerset Road",KT1 3EA,KT1,645000,4,Semi-Detached,Freehold,Residential,0.5,05-Oct-18,2018,10,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"30, Somerset Road",KT1 3EA,KT1,490000,2,Semi-Detached,Freehold,Residential,0.5,28-Oct-16,2016,10,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"26, Somerset Road",KT1 3EA,KT1,510000,3,Semi-Detached,Freehold,Residential,0.5,01-Jun-15,2015,6,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"40, Somerset Road",KT1 3EA,KT1,575000,3,Semi-Detached,Freehold,Residential,0.5,03-Sep-15,2015,9,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"27, Somerset Road",KT1 3EA,KT1,515000,2,Semi-Detached,Freehold,Residential,0.5,04-Aug-16,2016,8,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"36, Somerset Road",KT1 3EA,KT1,517500,3,Semi-Detached,Freehold,Residential,0.5,11-Dec-15,2015,12,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"14, Somerset Road",KT1 3EA,KT1,385000,2,Semi-Detached,Freehold,Residential,0.5,06-Mar-14,2014,3,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"24, Somerset Road",KT1 3EA,KT1,473000,3,Semi-Detached,Freehold,Residential,0.5,29-Jan-16,2016,1,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"19, Somerset Road",KT1 3EA,KT1,548000,2,Semi-Detached,Freehold,Residential,0.5,21-Feb-18,2018,2,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"7, Somerset Road",KT1 3EA,KT1,450000,2,Semi-Detached,Freehold,Residential,0.5,31-Jul-15,2015,7,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"41, Somerset Road",KT1 3EA,KT1,452000,2,Semi-Detached,Freehold,Residential,0.5,13-Nov-15,2015,11,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"43, Somerset Road",KT1 3EA,KT1,460000,3,Semi-Detached,Freehold,Residential,0.5,07-Dec-15,2015,12,51.40769,-0.291518,518926,169014,Norbiton,01-1980,13
"93, Hawks Road",KT1 3EF,KT1,356000,1,Terraced,Freehold,Residential,0.4,17-Dec-15,2015,12,51.409495,-0.29070300000000004,518978,169216,Norbiton,01-1980,12
"87, Hawks Road",KT1 3EF,KT1,380000,2,Terraced,Freehold,Residential,0.4,28-Apr-17,2017,4,51.409495,-0.29070300000000004,518978,169216,Norbiton,01-1980,12
"89, Hawks Road",KT1 3EF,KT1,345000,2,Terraced,Freehold,Residential,0.4,08-Dec-17,2017,12,51.409495,-0.29070300000000004,518978,169216,Norbiton,01-1980,12
"Ground Floor Flat, 69, Hawks Road",KT1 3EF,KT1,290000,1,Flat,Leasehold,Residential,0.5,29-Jul-16,2016,7,51.409495,-0.29070300000000004,518978,169216,Norbiton,01-1980,12
"Ground Floor Flat, 6a, Hawks Road",KT1 3EG,KT1,378500,2,Flat,Leasehold,Residential,0.5,31-Jul-15,2015,7,51.408617,-0.292195,518877,169116,Norbiton,01-1980,12
"18, Hawks Road",KT1 3EG,KT1,610000,3,Terraced,Freehold,Residential,0.5,25-Oct-16,2016,10,51.408617,-0.292195,518877,169116,Norbiton,01-1980,12
"Flat 8, Fordham, Excelsior Close",KT1 3EL,KT1,195000,2,Flat,Leasehold,Residential,0.4,19-Jul-16,2016,7,51.408608,-0.290319,519007,169118,Norbiton,01-1980,13
"Flat 15, Conington, Somerset Road",KT1 3EN,KT1,210000,3,Flat,Leasehold,Residential,0.4,01-Dec-14,2014,12,51.408064,-0.289995,519031,169058,Norbiton,01-1980,14
"Flat 19, Conington, Somerset Road",KT1 3EN,KT1,270000,3,Flat,Leasehold,Residential,0.4,03-Mar-17,2017,3,51.408064,-0.289995,519031,169058,Norbiton,01-1980,14
"10b, Bonner Hill Road",KT1 3EP,KT1,385000,2,Terraced,Freehold,Residential,0.5,24-Sep-14,2014,9,51.407804,-0.293139,518813,169024,Norbiton,01-1980,12
"2, Bonner Hill Road",KT1 3EP,KT1,509000,3,Semi-Detached,Freehold,Residential,0.5,30-Jun-15,2015,6,51.407804,-0.293139,518813,169024,Norbiton,01-1980,12
"8, Bonner Hill Road",KT1 3EP,KT1,555000,2,Semi-Detached,Freehold,Residential,0.5,16-Sep-15,2015,9,51.407804,-0.293139,518813,169024,Norbiton,01-1980,12
"1, Bonner Hill Road",KT1 3EP,KT1,520000,2,Semi-Detached,Freehold,Residential,0.5,24-Aug-17,2017,8,51.407804,-0.293139,518813,169024,Norbiton,01-1980,12
"Flat 4, Burwell, Excelsior Close",KT1 3EQ,KT1,125000,2,Flat,Leasehold,Residential,0.4,29-Sep-14,2014,9,51.408857,-0.290123,519020,169146,Norbiton,01-1980,13
"Flat 18, Burwell, Excelsior Close",KT1 3EQ,KT1,280000,4,Flat,Leasehold,Residential,0.4,20-Nov-15,2015,11,51.408857,-0.290123,519020,169146,Norbiton,01-1980,13
"Flat 13, Burwell, Excelsior Close",KT1 3EQ,KT1,245000,2,Flat,Leasehold,Residential,0.5,12-Sep-16,2016,9,51.408857,-0.290123,519020,169146,Norbiton,01-1980,13
"50, Kingsworthy Close",KT1 3ER,KT1,249950,2,Flat,Leasehold,Residential,0.5,30-Mar-16,2016,3,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"1, Kingsworthy Close",KT1 3ER,KT1,250000,1,Flat,Leasehold,Residential,0.5,23-Apr-15,2015,4,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"49, Kingsworthy Close",KT1 3ER,KT1,275000,1,Flat,Leasehold,Residential,0.5,26-Jan-15,2015,1,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"65, Kingsworthy Close",KT1 3ER,KT1,355000,2,Flat,Leasehold,Residential,0.5,09-Dec-16,2016,12,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"12, Kingsworthy Close",KT1 3ER,KT1,195000,1,Flat,Leasehold,Residential,0.5,22-Jul-14,2014,7,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"35, Kingsworthy Close",KT1 3ER,KT1,395550,2,Terraced,Freehold,Residential,0.5,15-Jul-14,2014,7,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"38, Kingsworthy Close",KT1 3ER,KT1,430000,2,Terraced,Freehold,Residential,0.5,01-Sep-15,2015,9,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"48, Kingsworthy Close",KT1 3ER,KT1,287500,1,Flat,Leasehold,Residential,0.5,11-Dec-15,2015,12,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"44, Kingsworthy Close",KT1 3ER,KT1,276500,1,Flat,Leasehold,Residential,0.5,07-Mar-18,2018,3,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"21, Kingsworthy Close",KT1 3ER,KT1,305000,1,Flat,Leasehold,Residential,0.5,15-Mar-17,2017,3,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"15, Kingsworthy Close",KT1 3ER,KT1,272000,1,Flat,Leasehold,Residential,0.5,24-Aug-18,2018,8,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"73, Kingsworthy Close",KT1 3ER,KT1,248000,1,Flat,Leasehold,Residential,0.5,30-Apr-14,2014,4,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"39, Kingsworthy Close",KT1 3ER,KT1,465000,2,Terraced,Freehold,Residential,0.5,31-Aug-18,2018,8,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"9, Kingsworthy Close",KT1 3ER,KT1,249950,1,Flat,Leasehold,Residential,0.5,08-May-15,2015,5,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"52, Kingsworthy Close",KT1 3ER,KT1,277500,1,Flat,Leasehold,Residential,0.5,18-Nov-16,2016,11,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"17, Kingsworthy Close",KT1 3ER,KT1,280000,1,Flat,Leasehold,Residential,0.5,15-Feb-17,2017,2,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"67, Kingsworthy Close",KT1 3ER,KT1,267000,1,Flat,Leasehold,Residential,0.5,22-Sep-17,2017,9,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"5, Kingsworthy Close",KT1 3ER,KT1,245000,1,Flat,Leasehold,Residential,0.5,04-Oct-17,2017,10,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"69, Kingsworthy Close",KT1 3ER,KT1,275000,1,Flat,Leasehold,Residential,0.5,11-Jan-16,2016,1,51.40733,-0.29334299999999996,518800,168971,Norbiton,04-1986,12
"20, Rowlls Road",KT1 3ET,KT1,512500,2,Semi-Detached,Freehold,Residential,0.5,11-Jan-16,2016,1,51.407140000000005,-0.290806,518977,168954,Norbiton,01-1980,13
"2a, Rowlls Road",KT1 3ET,KT1,320000,1,Semi-Detached,Leasehold,Residential,0.5,29-Jun-17,2017,6,51.407140000000005,-0.290806,518977,168954,Norbiton,01-1980,13
"35, Rowlls Road",KT1 3ET,KT1,625000,5,Semi-Detached,Freehold,Residential,0.5,10-Sep-18,2018,9,51.407140000000005,-0.290806,518977,168954,Norbiton,01-1980,13
"24, Rowlls Road",KT1 3ET,KT1,450000,3,Semi-Detached,Freehold,Residential,0.5,20-Mar-15,2015,3,51.407140000000005,-0.290806,518977,168954,Norbiton,01-1980,13
"12, Rowlls Road",KT1 3ET,KT1,710000,3,Semi-Detached,Freehold,Residential,0.5,10-Nov-17,2017,11,51.407140000000005,-0.290806,518977,168954,Norbiton,01-1980,13
"22, Rowlls Road",KT1 3ET,KT1,475000,2,Semi-Detached,Freehold,Residential,0.5,15-Feb-16,2016,2,51.407140000000005,-0.290806,518977,168954,Norbiton,01-1980,13
"51, Bonner Hill Road",KT1 3EU,KT1,825000,4,Semi-Detached,Freehold,Residential,0.5,05-Dec-16,2016,12,51.406706,-0.290635,518990,168906,Norbiton,01-1980,13
"77, Bonner Hill Road",KT1 3EU,KT1,566000,3,Terraced,Freehold,Residential,0.5,29-Oct-14,2014,10,51.406706,-0.290635,518990,168906,Norbiton,01-1980,13
"75, Bonner Hill Road",KT1 3EU,KT1,645000,3,Semi-Detached,Freehold,Residential,0.5,21-Apr-17,2017,4,51.406706,-0.290635,518990,168906,Norbiton,01-1980,13
"65, Bonner Hill Road",KT1 3EU,KT1,775000,4,Semi-Detached,Freehold,Residential,0.5,23-Nov-17,2017,11,51.406706,-0.290635,518990,168906,Norbiton,01-1980,13
"57, Bonner Hill Road",KT1 3EU,KT1,681000,2,Semi-Detached,Freehold,Residential,0.5,24-Nov-17,2017,11,51.406706,-0.290635,518990,168906,Norbiton,01-1980,13
"55, Bonner Hill Road",KT1 3EU,KT1,510950,2,Semi-Detached,Freehold,Residential,0.5,16-Sep-15,2015,9,51.406706,-0.290635,518990,168906,Norbiton,01-1980,13
"24b, Piper Road",KT1 3EX,KT1,272000,1,Flat,Leasehold,Residential,0.5,25-Sep-15,2015,9,51.406884000000005,-0.289837,519045,168927,Norbiton,01-1980,14
"24a, Piper Road",KT1 3EX,KT1,280000,1,Flat,Leasehold,Residential,0.5,12-Jun-15,2015,6,51.406884000000005,-0.289837,519045,168927,Norbiton,01-1980,14
"11, Piper Road",KT1 3EX,KT1,560000,2,Semi-Detached,Freehold,Residential,0.5,23-May-14,2014,5,51.406884000000005,-0.289837,519045,168927,Norbiton,01-1980,14
"30, Piper Road",KT1 3EX,KT1,585000,3,Semi-Detached,Freehold,Residential,0.5,15-Dec-17,2017,12,51.406884000000005,-0.289837,519045,168927,Norbiton,01-1980,14
"8, Athena Close",KT1 3GA,KT1,660000,5,Terraced,Freehold,Residential,0.5,14-Aug-15,2015,8,51.406631,-0.29659,518576,168888,Grove,06-1996,12
"13, Athena Close",KT1 3GA,KT1,310000,2,Flat,Leasehold,Residential,0.5,10-Jul-14,2014,7,51.406631,-0.29659,518576,168888,Grove,06-1996,12
"9, Livesey Close",KT1 3GD,KT1,500000,3,Terraced,Freehold,Residential,0.5,26-Sep-18,2018,9,51.40704,-0.295036,518683,168936,Grove,06-1996,12
"10, Livesey Close",KT1 3GD,KT1,410000,2,Terraced,Freehold,Residential,0.5,21-Feb-14,2014,2,51.40704,-0.295036,518683,168936,Grove,06-1996,12
"17, Livesey Close",KT1 3GD,KT1,630000,4,Terraced,Freehold,Residential,0.5,21-Sep-18,2018,9,51.40704,-0.295036,518683,168936,Grove,06-1996,12
"28, Livesey Close",KT1 3GD,KT1,640500,5,Terraced,Freehold,Residential,0.5,02-Feb-18,2018,2,51.40704,-0.295036,518683,168936,Grove,06-1996,12
"Flat 4, Fairfax House, Livesey Close",KT1 3GD,KT1,368000,2,Flat,Leasehold,Residential,0.5,26-Aug-16,2016,8,51.40704,-0.295036,518683,168936,Grove,06-1996,12
"31, Livesey Close",KT1 3GD,KT1,566000,5,Terraced,Freehold,Residential,0.5,31-Mar-14,2014,3,51.40704,-0.295036,518683,168936,Grove,06-1996,12
"21, Livesey Close",KT1 3GD,KT1,600000,2,Semi-Detached,Freehold,Residential,0.5,21-Aug-15,2015,8,51.40704,-0.295036,518683,168936,Grove,06-1996,12
"Flat 32, Concord Court, Winery Lane",KT1 3GF,KT1,400500,2,Flat,Leasehold,Residential,0.5,01-Dec-16,2016,12,51.406636,-0.295066,518682,168891,Grove,06-1996,12
"Flat 26, Concord Court, Winery Lane",KT1 3GF,KT1,345000,2,Flat,Leasehold,Residential,0.5,19-Aug-15,2015,8,51.406636,-0.295066,518682,168891,Grove,06-1996,12
"Flat 2, Concord Court, Winery Lane",KT1 3GF,KT1,330000,2,Flat,Leasehold,Residential,0.5,30-Jan-15,2015,1,51.406636,-0.295066,518682,168891,Grove,06-1996,12
"Flat 25, Concord Court, Winery Lane",KT1 3GF,KT1,325000,2,Flat,Leasehold,Residential,0.5,19-Jun-15,2015,6,51.406636,-0.295066,518682,168891,Grove,06-1996,12
"Flat 18, Concord Court, Winery Lane",KT1 3GF,KT1,325000,2,Flat,Leasehold,Residential,0.5,12-Mar-15,2015,3,51.406636,-0.295066,518682,168891,Grove,06-1996,12
"Flat 16, Concord Court, Winery Lane",KT1 3GF,KT1,382950,2,Flat,Leasehold,Residential,0.5,26-Jan-17,2017,1,51.406636,-0.295066,518682,168891,Grove,06-1996,12
"Flat 5, Acropolis House, Winery Lane",KT1 3GG,KT1,266000,1,Flat,Leasehold,Residential,0.5,25-Apr-16,2016,4,51.406283,-0.295553,518649,168851,Grove,06-1996,12
"Flat 3, Witts House, Winery Lane",KT1 3GG,KT1,280000,5,Flat,Leasehold,Residential,0.5,07-Aug-15,2015,8,51.406283,-0.295553,518649,168851,Grove,06-1996,12
"Flat 4, Witts House, Winery Lane",KT1 3GG,KT1,310000,1,Flat,Leasehold,Residential,0.5,04-Aug-17,2017,8,51.406283,-0.295553,518649,168851,Grove,06-1996,12
"Flat 1, Hilderly House, Winery Lane",KT1 3GG,KT1,222250,1,Flat,Leasehold,Residential (New Build),0.5,04-Apr-14,2014,4,51.406283,-0.295553,518649,168851,Grove,06-1996,12
"Flat 3, Hilderly House, Winery Lane",KT1 3GG,KT1,295000,1,Flat,Leasehold,Residential,0.5,01-Dec-17,2017,12,51.406283,-0.295553,518649,168851,Grove,06-1996,12
"Flat 4, Hilderly House, Winery Lane",KT1 3GG,KT1,167500,6,Flat,Leasehold,Residential,0.5,04-Dec-15,2015,12,51.406283,-0.295553,518649,168851,Grove,06-1996,12
"Flat 36, Offers Court, Winery Lane",KT1 3GQ,KT1,399950,2,Flat,Leasehold,Residential,0.5,08-Jan-18,2018,1,51.406231,-0.295067,518683,168846,Grove,06-1996,12
"Flat 29, Offers Court, Winery Lane",KT1 3GQ,KT1,275000,1,Flat,Leasehold,Residential,0.5,10-Jun-16,2016,6,51.406231,-0.295067,518683,168846,Grove,06-1996,12
"Flat 8, Offers Court, Winery Lane",KT1 3GQ,KT1,249500,1,Flat,Leasehold,Residential,0.5,16-May-14,2014,5,51.406231,-0.295067,518683,168846,Grove,06-1996,12
"Flat 26, Offers Court, Winery Lane",KT1 3GQ,KT1,250000,1,Flat,Leasehold,Residential,0.5,11-Jul-14,2014,7,51.406231,-0.295067,518683,168846,Grove,06-1996,12
"Flat 9, Offers Court, Winery Lane",KT1 3GQ,KT1,265100,1,Flat,Leasehold,Residential,0.5,02-Dec-15,2015,12,51.406231,-0.295067,518683,168846,Grove,06-1996,12
"69, Cambridge Grove Road",KT1 3HB,KT1,372500,2,Terraced,Freehold,Residential,0.4,15-Dec-15,2015,12,51.406852,-0.287035,519240,168928,Norbiton,01-1980,18
"75, Cambridge Grove Road",KT1 3HB,KT1,400000,2,Terraced,Freehold,Residential,0.4,14-Oct-16,2016,10,51.406852,-0.287035,519240,168928,Norbiton,01-1980,18
"61, Cambridge Grove Road",KT1 3HB,KT1,405000,3,Terraced,Freehold,Residential,0.4,21-Jul-16,2016,7,51.406852,-0.287035,519240,168928,Norbiton,01-1980,18
"33, Gladstone Road",KT1 3HD,KT1,245000,1,Flat,Leasehold,Residential,0.5,11-Jul-14,2014,7,51.405628,-0.28574299999999997,519333,168794,Norbiton,01-1980,19
"30, Gladstone Road",KT1 3HD,KT1,265000,1,Flat,Leasehold,Residential,0.5,03-Apr-17,2017,4,51.405628,-0.28574299999999997,519333,168794,Norbiton,01-1980,19
"38, Gladstone Road",KT1 3HD,KT1,240000,1,Flat,Leasehold,Residential,0.5,27-Jun-14,2014,6,51.405628,-0.28574299999999997,519333,168794,Norbiton,01-1980,19
"35, Gladstone Road",KT1 3HD,KT1,230000,1,Flat,Leasehold,Residential,0.5,11-Apr-14,2014,4,51.405628,-0.28574299999999997,519333,168794,Norbiton,01-1980,19
"12, Gladstone Road",KT1 3HD,KT1,257500,1,Flat,Leasehold,Residential,0.5,09-Aug-17,2017,8,51.405628,-0.28574299999999997,519333,168794,Norbiton,01-1980,19
"35, Gladstone Road",KT1 3HD,KT1,230000,1,Flat,Leasehold,Residential,0.5,11-Apr-14,2014,4,51.405628,-0.28574299999999997,519333,168794,Norbiton,01-1980,19
"24, Gladstone Road",KT1 3HD,KT1,432000,2,Terraced,Freehold,Residential,0.5,08-Aug-18,2018,8,51.405628,-0.28574299999999997,519333,168794,Norbiton,01-1980,19
"129, Bonner Hill Road",KT1 3HE,KT1,385000,2,Terraced,Freehold,Residential,0.4,20-Nov-15,2015,11,51.406573,-0.285823,519325,168899,Norbiton,01-1980,19
"115, Bonner Hill Road",KT1 3HE,KT1,420000,3,Terraced,Freehold,Residential,0.4,15-Dec-17,2017,12,51.406573,-0.285823,519325,168899,Norbiton,01-1980,19
"22, Bonner Hill Road",KT1 3HE,KT1,510000,4,Semi-Detached,Freehold,Residential,0.4,29-Sep-16,2016,9,51.406573,-0.285823,519325,168899,Norbiton,01-1980,19
"42, Bonner Hill Road",KT1 3HE,KT1,410000,2,Terraced,Freehold,Residential,0.4,07-Jan-16,2016,1,51.406573,-0.285823,519325,168899,Norbiton,01-1980,19
"12, Bonner Hill Road",KT1 3HE,KT1,485000,2,Semi-Detached,Freehold,Residential,0.4,29-Apr-16,2016,4,51.406573,-0.285823,519325,168899,Norbiton,01-1980,19
"139, Bonner Hill Road",KT1 3HE,KT1,335000,3,Semi-Detached,Freehold,Residential,0.4,28-Feb-14,2014,2,51.406573,-0.285823,519325,168899,Norbiton,01-1980,19
"121, Bonner Hill Road",KT1 3HE,KT1,370000,2,Terraced,Freehold,Residential,0.4,30-Sep-15,2015,9,51.406573,-0.285823,519325,168899,Norbiton,01-1980,19
"Flat 1, Kilrush Court, 141, Bonner Hill Road",KT1 3HF,KT1,140000,6,Flat,Leasehold,Residential,0.4,12-Feb-18,2018,2,51.406543,-0.285637,519338,168896,Norbiton,01-1983,19
"42, Hampden Road",KT1 3HG,KT1,317000,2,Terraced,Freehold,Residential,0.4,13-Feb-15,2015,2,51.406425,-0.284319,519430,168885,Norbiton,01-1980,18
"45, Hampden Road",KT1 3HG,KT1,435000,3,Semi-Detached,Freehold,Residential,0.4,22-Dec-16,2016,12,51.406425,-0.284319,519430,168885,Norbiton,01-1980,18
"43, Hampden Road",KT1 3HG,KT1,440000,3,Semi-Detached,Freehold,Residential,0.4,27-Mar-15,2015,3,51.406425,-0.284319,519430,168885,Norbiton,01-1980,18
"38, Hampden Road",KT1 3HG,KT1,322000,2,Terraced,Freehold,Residential,0.4,17-Apr-15,2015,4,51.406425,-0.284319,519430,168885,Norbiton,01-1980,18
"35, Hampden Road",KT1 3HG,KT1,400000,3,Semi-Detached,Freehold,Residential,0.4,23-Jun-15,2015,6,51.406425,-0.284319,519430,168885,Norbiton,01-1980,18
"36, Hampden Road",KT1 3HG,KT1,392195,2,Terraced,Freehold,Residential,0.4,20-Apr-17,2017,4,51.406425,-0.284319,519430,168885,Norbiton,01-1980,18
"39, Hampden Road",KT1 3HG,KT1,465000,2,Semi-Detached,Freehold,Residential,0.4,21-Sep-16,2016,9,51.406425,-0.284319,519430,168885,Norbiton,01-1980,18
"40, Hampden Road",KT1 3HG,KT1,360000,2,Terraced,Freehold,Residential,0.4,27-Jul-16,2016,7,51.406425,-0.284319,519430,168885,Norbiton,01-1980,18
"32, Vincent Road",KT1 3HJ,KT1,350000,3,Semi-Detached,Freehold,Residential,0.4,18-Mar-16,2016,3,51.406968,-0.285794,519326,168943,Norbiton,01-1980,19
"8, Vincent Road",KT1 3HJ,KT1,450000,2,Semi-Detached,Freehold,Residential,0.4,04-Aug-17,2017,8,51.406968,-0.285794,519326,168943,Norbiton,01-1980,19
"42, Vincent Road",KT1 3HJ,KT1,401500,2,Terraced,Freehold,Residential,0.4,30-Jan-18,2018,1,51.406968,-0.285794,519326,168943,Norbiton,01-1980,19
"12, Vincent Road",KT1 3HJ,KT1,401000,2,Semi-Detached,Freehold,Residential,0.4,25-Apr-17,2017,4,51.406968,-0.285794,519326,168943,Norbiton,01-1980,19
"34, Vincent Road",KT1 3HJ,KT1,302000,2,Terraced,Freehold,Residential,0.4,18-Aug-14,2014,8,51.406968,-0.285794,519326,168943,Norbiton,01-1980,19
"30, Vincent Road",KT1 3HJ,KT1,352500,2,Semi-Detached,Freehold,Residential,0.4,10-Jul-15,2015,7,51.406968,-0.285794,519326,168943,Norbiton,01-1980,19
"Flat 9, Foxton, Stapleford Close",KT1 3HN,KT1,210000,2,Flat,Leasehold,Residential,0.4,23-Oct-15,2015,10,51.407365000000006,-0.285851,519321,168987,Norbiton,01-1980,19
"Flat 4, Duxford, Burritt Road",KT1 3HP,KT1,157500,1,Flat,Leasehold,Residential,0.3,26-Mar-14,2014,3,51.407839,-0.285704,519330,169040,Norbiton,01-1980,19
